TRI Facility Name,TRI Facility ID,Year,Census Tract,3-Mile Population,Under Age 5 Percentile,Over Age 64 Percentile,Unemployment Rate Percentile,Limited English Speaking Percentile,Less Than High School Education Percentile,ZIP Code,Street Address,City,County,Latitude,Longitude,Chemical,Industry Sector,NAICS Code,Parent Company,Releases (lb),Air Releases (lb),Water Releases (lb),Land Releases (lb),Off-Site Releases (lb),Waste Managed (lb),RSEI Hazard,Number of Source Reduction Activities
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,Methanol (67-56-1),336 Transportation Equipment,336350 Motor Vehicle Transmission and Power Train Parts Manufacturing,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,Methanol (67-56-1),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,n-Butyl alcohol (71-36-3),336 Transportation Equipment,336350 Motor Vehicle Transmission and Power Train Parts Manufacturing,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,Xylene (mixed isomers) (1330-20-7),336 Transportation Equipment,336350 Motor Vehicle Transmission and Power Train Parts Manufacturing,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,Xylene (mixed isomers) (1330-20-7),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
GMVM-LANSING GRAND RIVER ASSEMBLY,48921GMCGL920TO,2024,26065980200,"92,043",0,0,0,0,0,48933,920 TOWNSEND ST MAIL CODE: 489-066-600,"LANSING, MI","INGHAM, MI",42.72375252,-84.55561088,Cyclohexane (110-82-7),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,220.00,0,0
GREENVILLE VENTURE PARTNERS LLC,4883WFRMST651FI,2024,26117971200,"10,434",57,64,0,0,41,48838,6501 FITZNER RD,"GREENVILLE, MI","MONTCALM, MI",43.20293,-85.2327938,Nitrate compounds (water dissociable) (N511),311 Food,311511 Fluid Milk Manufacturing,FOREMOST FARMS USA COOPERATIVE,0.00,0.00,0.00,0.00,0.00,"10,489.00",0,0
GREENVILLE VENTURE PARTNERS LLC,4883WFRMST651FI,2024,26117971200,"10,434",57,64,0,0,41,48838,6501 FITZNER RD,"GREENVILLE, MI","MONTCALM, MI",43.20293,-85.2327938,Nitric acid (7697-37-2),311 Food,311511 Fluid Milk Manufacturing,FOREMOST FARMS USA COOPERATIVE,0.00,0.00,0.00,0.00,0.00,"116,516.00",0,0
HOLLAND PURPLE COW CREAMERY,4942WHLLND234CH,2024,26139025101,-,86,47,86,0,65,49424,234 CHARLES DR,"HOLLAND, MI","OTTAWA, MI",42.80377803,-86.09898693,Nitric acid (7697-37-2),311 Food,311511 Fluid Milk Manufacturing,MEIJER DISTRIBUTION,0.00,0.00,0.00,0.00,0.00,"112,000.00",0,0
HYDRO-CHEM SYSTEMS,4931WHYDRC665BR,2024,26081014811,"10,408",80,14,83,0,37,49316,6605 BROADMOOR AVE SE,"CALEDONIA, MI","KENT, MI",42.84459466,-85.53431394,Ammonia (7664-41-7),325 Chemicals,325611 Soap and Other Detergent Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,5.00,0,0
HYDRO-CHEM SYSTEMS,4931WHYDRC665BR,2024,26081014811,"10,408",80,14,83,0,37,49316,6605 BROADMOOR AVE SE,"CALEDONIA, MI","KENT, MI",42.84459466,-85.53431394,Hydrogen fluoride (7664-39-3),325 Chemicals,325611 Soap and Other Detergent Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,5.00,0,0
HYDRO-CHEM SYSTEMS,4931WHYDRC665BR,2024,26081014811,"10,408",80,14,83,0,37,49316,6605 BROADMOOR AVE SE,"CALEDONIA, MI","KENT, MI",42.84459466,-85.53431394,Nitrilotriacetic acid (139-13-9),325 Chemicals,325611 Soap and Other Detergent Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,5.00,0,0
HYDRO-CHEM SYSTEMS,4931WHYDRC665BR,2024,26081014811,"10,408",80,14,83,0,37,49316,6605 BROADMOOR AVE SE,"CALEDONIA, MI","KENT, MI",42.84459466,-85.53431394,Nonylphenol Ethoxylates (N535),325 Chemicals,325611 Soap and Other Detergent Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,5.00,0,0
J H CAMPBELL GENERATING PLANT,49460JHCMP17000,2024,26139022002,"2,772",34,62,82,0,47,49460,17000 CROSWELL ST,"WEST OLIVE, MI","OTTAWA, MI",42.92085153,-86.20634501,Sulfuric acid (acid aerosols) (7664-93-9),2211 Electric Utilities,221112 Fossil Fuel Electric Power Generation,CMS ENERGY,0.00,0.00,0.00,0.00,0.00,"120,282.00",0,0
JCI JONES CHEMICALS INC.,48192JNSCH18000,2024,26163595000,"67,715",17,84,75,0,83,48193,18000 PAYNE AVE,"RIVERVIEW, MI","WAYNE, MI",42.17775769,-83.16786309,Chlorine (7782-50-5),4246 Chemical Wholesalers,424690 Other Chemical and Allied Products Merchant Wholesalers,JCI JONES CHEMICALS INC,0.00,0.00,0.00,0.00,0.00,"1,040.00",0,0
KNOLL INC,49443SHWWL2800E,2024,26121002300,"42,871",73,53,60,0,62,49441,2800 ESTES ST,"MUSKEGON, MI","MUSKEGON, MI",43.20190862,-86.28812541,Manganese (7439-96-5),337 Furniture,337214 Office Furniture (except Wood) Manufacturing,KNOLL INC,0.00,0.00,0.00,0.00,0.00,"35,738.00",0,1
KNOLL INC,49443SHWWL2800E,2024,26121002300,"42,871",73,53,60,0,62,49441,2800 ESTES ST,"MUSKEGON, MI","MUSKEGON, MI",43.20190862,-86.28812541,Nickel (7440-02-0),337 Furniture,337214 Office Furniture (except Wood) Manufacturing,KNOLL INC,0.00,0.00,0.00,0.00,0.00,"7,769.00",0,1
L & W  INC.,4811WLWNCX6771H,2024,26163587900,"31,407",65,30,64,0,63,48111,6771 HAGGERTY RD,"BELLEVILLE, MI","WAYNE, MI",42.25381636,-83.4457879,Lead (7439-92-1),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,AUTOKINITON US HOLDINGS INC,0.00,0.00,0.00,0.00,0.00,"26,075.00",0,0
LEPRINO FOODS CO,49340LPRNF311NS,2024,26107960200,"1,217",66,42,68,0,41,49340,311 N SHERIDAN,"REMUS, MI","MECOSTA, MI",43.59838501,-85.14546214,Nitrate compounds (water dissociable) (N511),311 Food,311513 Cheese Manufacturing,LEPRINO FOODS CO,0.00,0.00,0.00,0.00,0.00,"33,417.00",0,0
LEPRINO FOODS CO,49401LPRNF4700R,2024,26139024401,"14,007",26,9,35,0,28,49401,4700 RICH ST,"ALLENDALE, MI","OTTAWA, MI",42.97954415,-85.90321853,Nitrate compounds (water dissociable) (N511),311 Food,311513 Cheese Manufacturing,LEPRINO FOODS CO,0.00,0.00,0.00,0.00,0.00,"293,393.00",0,0
"LYMTAL INTERNATIONAL,INC.",48057HSPTR4150S,2024,26125128400,"31,968",73,50,30,71,73,48359,4150 S LAPEER RD,"LAKE ORION, MI","OAKLAND, MI",42.71882581,-83.24287105,Maleic anhydride (108-31-6),325 Chemicals,325510 Paint and Coating Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,0.00,0,1
"LYMTAL INTERNATIONAL,INC.",48057HSPTR4150S,2024,26125128400,"31,968",73,50,30,71,73,48359,4150 S LAPEER RD,"LAKE ORION, MI","OAKLAND, MI",42.71882581,-83.24287105,Perfluorodecanoic acid (335-76-2),325 Chemicals,325510 Paint and Coating Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,0.00,0,1
"LYMTAL INTERNATIONAL,INC.",48057HSPTR4150S,2024,26125128400,"31,968",73,50,30,71,73,48359,4150 S LAPEER RD,"LAKE ORION, MI","OAKLAND, MI",42.71882581,-83.24287105,Perfluorododecanoic acid (307-55-1),325 Chemicals,325510 Paint and Coating Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,0.00,0,1
"LYMTAL INTERNATIONAL,INC.",48057HSPTR4150S,2024,26125128400,"31,968",73,50,30,71,73,48359,4150 S LAPEER RD,"LAKE ORION, MI","OAKLAND, MI",42.71882581,-83.24287105,Perfluorononanoic acid (375-95-1),325 Chemicals,325510 Paint and Coating Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,0.00,0,1
MEC INC.,4931WMCNCX9984T,2024,-,-,-,-,-,-,-,49315,990 84TH STREET,"BYRON CENTER, MI","KENT, MI",42.81184363,-85.68828985,Chromium (7440-47-3),332 Fabricated Metals,332999 All Other Miscellaneous Fabricated Metal Product Manufacturing,MAYVILLE ENGINEERING CO INC,0.00,0.00,0.00,0.00,0.00,"85,164.00",0,0
MEC INC.,4931WMCNCX9984T,2024,-,-,-,-,-,-,-,49315,990 84TH STREET,"BYRON CENTER, MI","KENT, MI",42.81184363,-85.68828985,Nickel (7440-02-0),332 Fabricated Metals,332999 All Other Miscellaneous Fabricated Metal Product Manufacturing,MAYVILLE ENGINEERING CO INC,0.00,0.00,0.00,0.00,0.00,"42,582.00",0,0
MERCURY DISPLACEMENT INDUSTRIES INC.,49112MRCRY2528U,2024,26027001802,"7,678",41,79,23,0,50,49112,25028 U.S. 12 E,"EDWARDSBURG, MI","CASS, MI",41.79785563,-86.04994455,Lead (7439-92-1),335 Electrical Equipment,335314 Relay and Industrial Control Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,0.00,0,0
MICHIGAN DAIRY,48150MCHGN29601,2024,26163558301,"91,985",0,0,-,0,0,48150,29601 INDUSTRIAL RD,"LIVONIA, MI","WAYNE, MI",42.38003598,-83.33627237,Nitrate compounds (water dissociable) (N511),311 Food,311511 Fluid Milk Manufacturing,THE KROGER CO,0.00,0.00,0.00,0.00,0.00,"42,138.00",0,1
MILLERKNOLL INC.-SPRING LAKE CAMPUS,49456MRDNN18558,2024,26139020504,"18,513",14,98,0,0,51,49456,18558 171ST AVE,"SPRING LAKE, MI","OTTAWA, MI",43.10539524,-86.21216028,Chromium (7440-47-3),337 Furniture,337214 Office Furniture (except Wood) Manufacturing,MILLERKNOLL INC,0.00,0.00,0.00,0.00,0.00,"43,649.00",0,1
MILLERKNOLL INC.-SPRING LAKE CAMPUS,49456MRDNN18558,2024,26139020504,"18,513",14,98,0,0,51,49456,18558 171ST AVE,"SPRING LAKE, MI","OTTAWA, MI",43.10539524,-86.21216028,Manganese (7439-96-5),337 Furniture,337214 Office Furniture (except Wood) Manufacturing,MILLERKNOLL INC,0.00,0.00,0.00,0.00,0.00,"80,297.00",0,1
MOTUS INTEGRATED TECHNOLOGIES MAPLEWOOD FACILITY,49423PRNCC8848T,2024,26005032401,"30,970",81,35,51,73,72,49423,88 E 48TH ST,"HOLLAND, MI","ALLEGAN, MI",42.75441707,-86.10277148,Diisocyanates (N120),336 Transportation Equipment,336390 Other Motor Vehicle Parts Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,0.00,0,1
MPLX TERMINALS LLC - BAY CITY MI TERMINAL,48706BYCTY1806M,2024,26017285900,"44,145",62,94,90,0,62,48706,1806 MARQUETTE ST,"BAY CITY, MI","BAY, MI",43.61888918,-83.86460666,"Benzo[g,h,i]perylene (191-24-2)",4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,0.00,0.00,0.00,0.00,0.00,0.10,0,0
MPLX TERMINALS LLC - FLINT MI TERMINAL,48458FLNTMG6065,2024,26049012201,"40,755",63,30,95,62,89,48458,G-6065 N DORT HWY,"MOUNT MORRIS, MI","GENESEE, MI",43.09121177,-83.67460617,"Benzo[g,h,i]perylene (191-24-2)",4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,0.00,0.00,0.00,0.00,0.00,0.00,0,0
MPLX TERMINALS LLC - FLINT MI TERMINAL,48458FLNTMG6065,2024,26049012201,"40,755",63,30,95,62,89,48458,G-6065 N DORT HWY,"MOUNT MORRIS, MI","GENESEE, MI",43.09121177,-83.67460617,Polycyclic aromatic compounds (N590),4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,0.00,0.00,0.00,0.00,0.00,0.00,0,0
MPLX TERMINALS LLC - JACKSON MI TERMINAL,49201JCKSN2090M,2024,26075005602,"12,883",22,72,28,0,50,49201,2090 MORRILL RD,"JACKSON, MI","JACKSON, MI",42.31003859,-84.42477118,"Benzo[g,h,i]perylene (191-24-2)",4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,0.00,0.00,0.00,0.00,0.00,0.00,0,0
MPLX TERMINALS LLC - LANSING MI TERMINAL,48906LNSNG6300G,2024,26037010300,"16,298",64,43,0,0,29,48906,6300 W GRAND RIVER AVE,"LANSING, MI","CLINTON, MI",42.7810287,-84.64936291,"Benzo[g,h,i]perylene (191-24-2)",4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,0.00,0.00,0.00,0.00,0.00,0.00,0,0
MPLX TERMINALS LLC - LANSING MI TERMINAL,48906LNSNG6300G,2024,26037010300,"16,298",64,43,0,0,29,48906,6300 W GRAND RIVER AVE,"LANSING, MI","CLINTON, MI",42.7810287,-84.64936291,Polycyclic aromatic compounds (N590),4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,0.00,0.00,0.00,0.00,0.00,0.00,0,0
MPLX TERMINALS LLC - NORTH MUSKEGON MI TERMINAL,49445NRTHM3005H,2024,26121001500,"24,989",54,38,56,0,37,49445,3005 HOLTON RD,"NORTH MUSKEGON, MI","MUSKEGON, MI",43.27027437,-86.24517486,"Benzo[g,h,i]perylene (191-24-2)",4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,0.00,0.00,0.00,0.00,0.00,0.00,0,0
MPLX TERMINALS LLC - NORTH MUSKEGON MI TERMINAL,49445NRTHM3005H,2024,26121001500,"24,989",54,38,56,0,37,49445,3005 HOLTON RD,"NORTH MUSKEGON, MI","MUSKEGON, MI",43.27027437,-86.24517486,Polycyclic aromatic compounds (N590),4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,0.00,0.00,0.00,0.00,0.00,0.20,0,0
MPLX TERMINALS LLC - ROMULUS MI TERMINAL,48174RMLSR28000,2024,26163585500,"57,324",57,20,64,0,51,48174,28001 CITRIN DR,"ROMULUS, MI","WAYNE, MI",42.24555362,-83.30829788,"Benzo[g,h,i]perylene (191-24-2)",4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,0.00,0.00,0.00,0.00,0.00,0.00,0,0
NILES STEEL TANK,4912WNLSST171AT,2024,26021020900,"19,370",69,39,37,0,25,49120,1701-A TERMINAL ROAD,"NILES, MI","BERRIEN, MI",41.85188436,-86.22904415,Diisocyanates (N120),332 Fabricated Metals,332420 Metal Tank (Heavy Gauge) Manufacturing,BRADFORD WHITE CORP,0.00,0.00,0.00,0.00,0.00,0.00,0,0
PLANT 817 - KOENIG - 7 MILE,4820WKNGFL5EAST,2024,26163509000,"154,630",0,26,97,0,94,48203,500 E SEVEN MILE RD,"DETROIT, MI","WAYNE, MI",42.43231661,-83.09798218,Nitrate compounds (water dissociable) (N511),327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,SMYRNA READY MIX LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
PLANT 820 - DETROIT SPRINGWELLS,4820WMCCGC1441S,2024,26163984100,"65,628",0,0,0,0,0,48209,1441 SPRINGWELLS CT,"DETROIT, MI","WAYNE, MI",42.28872078,-83.10378396,Nitrate compounds (water dissociable) (N511),327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,SMYRNA READY MIX LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
PLANT 822 - PROGRESSIVE,4818WPRGRS551CG,2024,26163566700,"56,445",14,15,80,62,67,48184,5501 COGSWELL RD,"WAYNE, MI","WAYNE, MI",42.2688475,-83.41597983,Nitrate compounds (water dissociable) (N511),327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,SMYRNA READY MIX LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
PVS NOLWOOD CHEMICALS INC,48228PVSNL9000H,2024,26163535800,"182,394",0,84,97,0,88,48228,9000 HUBBELL AVE,"DETROIT, MI","WAYNE, MI",42.36127986,-83.18726371,Sodium nitrite (7632-00-0),4246 Chemical Wholesalers,424690 Other Chemical and Allied Products Merchant Wholesalers,PVS CHEMICALS INC,0.00,0.00,0.00,0.00,0.00,11.00,0,0
RAPID ENGINEERING,49321RPDNG11SEV,2024,26081011401,"14,456",37,66,61,60,51,49321,1100 SEVEN MILE RD NW,"COMSTOCK PARK, MI","KENT, MI",43.07260624,-85.69771311,Lead (7439-92-1),333 Machinery,333994 Industrial Process Furnace and Oven Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,367.79,0,0
REFRESCO BEVERAGES US INC,49079CCCLF38279,2024,26159011802,"7,154",70,46,57,63,58,49079,38279 RED ARROW HWY,"PAW PAW, MI","VAN BUREN, MI",42.21405895,-85.91993138,Nitrate compounds (water dissociable) (N511),311 Food,"311411 Frozen Fruit, Juice, and Vegetable Manufacturing",REFRESCO US INC,0.00,0.00,0.00,0.00,0.00,"72,828.00",0,0
REFRESCO BEVERAGES US INC,49079CCCLF38279,2024,26159011802,"7,154",70,46,57,63,58,49079,38279 RED ARROW HWY,"PAW PAW, MI","VAN BUREN, MI",42.21405895,-85.91993138,Nitric acid (7697-37-2),311 Food,"311411 Frozen Fruit, Juice, and Vegetable Manufacturing",REFRESCO US INC,0.00,0.00,0.00,0.00,0.00,"53,983.00",0,0
REQUEST FOODS COLDQUEST,4942WRQSTF13125,2024,26139023102,"26,259",67,10,52,84,69,49424,13125 RANSOM ST,"HOLLAND, MI","OTTAWA, MI",42.84835845,-86.1064513,Ammonia (7664-41-7),311 Food,311412 Frozen Specialty Food Manufacturing,REQUEST FOODS INC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
REQUEST FOODS QUINCY STREET PLANT,4942WRQSTF1344Q,2024,26139023102,"30,430",68,36,0,0,64,49424,13044 QUINCY ST,"HOLLAND, MI","OTTAWA, MI",42.84097581,-86.10391428,Ammonia (7664-41-7),311 Food,311412 Frozen Specialty Food Manufacturing,REQUEST FOODS INC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
ROMAN MANUFACTURING INC,49509RMNMF86147,2024,26081014505,"86,743",40,66,32,93,87,49509,861 47TH ST SW,"GRAND RAPIDS, MI","KENT, MI",42.87898779,-85.68662924,Copper (7440-50-8),335 Electrical Equipment,"335311 Power, Distribution, and Specialty Transformer Manufacturing",ROMAN MANUFACTURING INC,0.00,0.00,0.00,0.00,0.00,"155,356.00",0,0
SAFETY-KLEEN SYSTEMS MASON (MMB),48854SFTYK700ZI,2024,26065006301,"9,676",53,10,22,0,39,48854,700 ZIMMERMAN RD,"MASON, MI","INGHAM, MI",42.59209314,-84.4540902,"Benzo[g,h,i]perylene (191-24-2)",562 Hazardous Waste,562112 Hazardous Waste Collection,CLEAN HARBORS INC,0.00,0.00,0.00,0.00,0.00,45.80,0,0
SAFETY-KLEEN SYSTEMS MASON (MMB),48854SFTYK700ZI,2024,26065006301,"9,676",53,10,22,0,39,48854,700 ZIMMERMAN RD,"MASON, MI","INGHAM, MI",42.59209314,-84.4540902,Polycyclic aromatic compounds (N590),562 Hazardous Waste,562112 Hazardous Waste Collection,CLEAN HARBORS INC,0.00,0.00,0.00,0.00,0.00,"1,116.60",0,0
SCHREIBER FOOD INC.,49548PRMLT5252C,2024,26081014300,"85,238",15,79,82,81,64,49548,5252 CLAY AVE,"GRAND RAPIDS, MI","KENT, MI",42.86951922,-85.67706506,Nitric acid (7697-37-2),311 Food,311511 Fluid Milk Manufacturing,SCHREIBER FOODS INC,0.00,0.00,0.00,0.00,0.00,"57,265.00",0,0
SHERWIN-WILLIAMS CO,49423GRDSM636E4,2024,26005032401,"30,689",81,35,51,73,72,49423,636 E 40TH ST,"HOLLAND, MI","ALLEGAN, MI",42.76200737,-86.07937104,Naphthalene (91-20-3),325 Chemicals,325510 Paint and Coating Manufacturing,THE SHERWIN-WILLIAMS CO,0.00,0.00,0.00,0.00,0.00,"1,078.00",0,0
SMR-AUTOMOTIVE SYSTEMS USA INC.,48040SCHFN1875B,2024,26147637300,"13,827",13,95,45,0,25,48040,1875 BUSHA HWY,"MARYSVILLE, MI","ST. CLAIR, MI",42.8982323,-82.48402708,Methyl isobutyl ketone (108-10-1),336 Transportation Equipment,336390 Other Motor Vehicle Parts Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,"7,534.83",0,1
SPARTAN STEEL COATING,48162SPRTN3300W,2024,26115831300,"16,896",21,55,63,0,51,48162,3300 WOLVERINE DR,"MONROE, MI","MONROE, MI",41.96022702,-83.3504412,Lead (7439-92-1),332 Fabricated Metals,"332812 Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufactur..",WORTHINGTON STEEL INC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
ST MARYS CEMENT U.S. LLC,49720MDSCMBELLS,2024,26029000400,"3,587",37,95,51,57,37,49720,16000 BELLS BAY RD,"CHARLEVOIX, MI","CHARLEVOIX, MI",45.30794109,-85.30779401,Chromium (7440-47-3),327 Nonmetallic Mineral Product,327310 Cement Manufacturing,VCNA PRAIRIE LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
ST MARYS CEMENT U.S. LLC,49720MDSCMBELLS,2024,26029000400,"3,587",37,95,51,57,37,49720,16000 BELLS BAY RD,"CHARLEVOIX, MI","CHARLEVOIX, MI",45.30794109,-85.30779401,Ethylene glycol (107-21-1),327 Nonmetallic Mineral Product,327310 Cement Manufacturing,VCNA PRAIRIE LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
SUN CHEMICAL CORP MUSKEGON PLANT,49443SNCHM4925E,2024,26121003100,"15,493",42,59,66,0,51,49442,4925 EVANSTON AVE,"MUSKEGON, MI","MUSKEGON, MI",43.21312746,-86.12464853,o-Toluidine (95-53-4),325 Chemicals,325130 Synthetic Dye and Pigment Manufacturing,SUN CHEMICAL CORP,0.00,0.00,0.00,0.00,0.00,"5,736.50",0,0
VEHMA INTERNATIONAL,4808WVHMNT17BEL,2024,26125197400,"102,444",37,72,72,85,65,48083,1700 BELLINGHAM,"TROY, MI","OAKLAND, MI",42.55035482,-83.11234003,Copper (7440-50-8),336 Transportation Equipment,336390 Other Motor Vehicle Parts Manufacturing,MAGNA US HOLDING INC,0.00,0.00,0.00,0.00,0.00,692.00,0,0
WEBASTO ROOF SYSTEMS INC.,4817WWBSTR142NB,2024,26163561600,"69,941",23,77,67,0,30,48170,14200 N HAGGERTY RD,"PLYMOUTH, MI","WAYNE, MI",42.38397353,-83.44543024,Ethylene glycol (107-21-1),336 Transportation Equipment,336390 Other Motor Vehicle Parts Manufacturing,NA,0.00,0.00,0.00,0.00,0.00,"4,125.00",0,1
AALBERTS SURFACE TECHNOLOGIES LIVONIA INC.,48150PPLDP12238,2024,26163558301,"79,321",83,78,68,58,23,48150,12238 NEWBURGH RD,"LIVONIA, MI","WAYNE, MI",42.37365517,-83.4115282,Nitric acid (7697-37-2),332 Fabricated Metals,332811 Metal Heat Treating,AALBERTS US HOLDING CORP,No Releases Reported,0.00,0.00,0.00,0.00,"57,408.00",No RSEI Hazard,0
ADIENT US LLC BATTLE CREEK FACILITY,49015MRCNF76ARM,2024,26025002600,"8,109",56,21,66,71,74,49037,76 ARMSTRONG RD,"BATTLE CREEK, MI","CALHOUN, MI",42.3389135,-85.29778526,Manganese (7439-96-5),336 Transportation Equipment,336360 Motor Vehicle Seating and Interior Trim Manufacturing,ADIENT US LLC,No Releases Reported,0.00,0.00,0.00,0.00,No Waste Reported,No RSEI Hazard,0
ADM ANIMAL NUTRITION,48875CNTRL401EG,2024,26067031500,"7,431",19,38,0,0,57,48875,401 E GRAND RIVER AVE,"PORTLAND, MI","IONIA, MI",42.86969871,-84.89913936,Copper compounds (N100),311 Food,311119 Other Animal Food Manufacturing,ARCHER DANIELS MIDLAND CO,No Releases Reported,0.00,0.00,0.00,0.00,No Waste Reported,No RSEI Hazard,0
ADM ANIMAL NUTRITION,48875CNTRL401EG,2024,26067031500,"7,431",19,38,0,0,57,48875,401 E GRAND RIVER AVE,"PORTLAND, MI","IONIA, MI",42.86969871,-84.89913936,Manganese compounds (N450),311 Food,311119 Other Animal Food Manufacturing,ARCHER DANIELS MIDLAND CO,No Releases Reported,0.00,0.00,0.00,0.00,No Waste Reported,No RSEI Hazard,0
ADM ANIMAL NUTRITION,48875CNTRL401EG,2024,26067031500,"7,431",19,38,0,0,57,48875,401 E GRAND RIVER AVE,"PORTLAND, MI","IONIA, MI",42.86969871,-84.89913936,Zinc compounds (N982),311 Food,311119 Other Animal Food Manufacturing,ARCHER DANIELS MIDLAND CO,No Releases Reported,0.00,0.00,0.00,0.00,No Waste Reported,No RSEI Hazard,0
ADRIAN STEEL CO,49221DRNST96JAM,2024,26091061600,"26,635",28,37,99,74,85,49221,906 JAMES ST,"ADRIAN, MI","LENAWEE, MI",41.88729148,-84.02539974,Cobalt (7440-48-4),337 Furniture,"337215 Showcase, Partition, Shelving, and Locker Manufacturing",NA,No Releases Reported,0.00,0.00,0.00,0.00,"10,853.12",No RSEI Hazard,0
ADVANCED MICRONUTRIENT PRODUCTS INC,48757GRCCH2405S,2024,26145011200,"1,850",30,74,45,0,32,48757,2405 W VASSAR RD M-15,"REESE, MI","SAGINAW, MI",43.44175702,-83.75078382,Nitric acid (7697-37-2),325 Chemicals,325314 Fertilizer (Mixing Only) Manufacturing,NA,No Releases Reported,0.00,0.00,0.00,0.00,No Waste Reported,No RSEI Hazard,0
ADVANCED MICRONUTRIENT PRODUCTS INC,48757GRCCH2405S,2024,26145011200,"1,850",30,74,45,0,32,48757,2405 W VASSAR RD M-15,"REESE, MI","SAGINAW, MI",43.44175702,-83.75078382,Sulfuric acid (acid aerosols) (7664-93-9),325 Chemicals,325314 Fertilizer (Mixing Only) Manufacturing,NA,No Releases Reported,0.00,0.00,0.00,0.00,No Waste Reported,No RSEI Hazard,0
